"","X","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd"
"243",243,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"490666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.2661069846946,NA,0.725081741379952,0.0199100083749269,"SamplingVariance",0.415874906938307,0.224769050292665,NA,NA,NA,161.166666666667,11.5144836329439
"244",244,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"476000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.10169943137247,NA,0.725081741379952,0.0965726077406707,"SamplingVariance",0.251467353616177,0.135911249534232,NA,NA,NA,174.166666666667,51.8105523357292
"245",245,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"497333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.52625284274188,NA,0.725081741379952,0.035637857981964,"SamplingVariance",0.676020764985586,0.365370794892591,NA,NA,NA,158.333333333333,3.685557397916
"246",246,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"333333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.09220980833125,NA,0.725081741379952,0.0179960353615024,"SamplingVariance",0.560232217578376,0.365692175238057,NA,NA,NA,176,10.816653826392
"247",247,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"357333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,7.66666666666667,"1-9",0.577350269189626,"stdev",2.17948109067472,NA,0.725081741379952,0.0706453264120261,"SamplingVariance",0.647503499921847,0.422658597508361,NA,NA,NA,149.666666666667,18.6435869224067
"248",248,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"325333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.00060078831778,NA,0.725081741379952,0.0144912072946915,"SamplingVariance",0.468623197564906,0.30589429009507,NA,NA,NA,191.5,11.8215904175369
"249",249,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"232000",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.31375406993473,NA,0.725081741379952,0.111233826531339,"SamplingVariance",0.0128272357778101,0.00986007471059886,NA,NA,NA,185.833333333333,13.5677313259562
"250",250,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"205666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97373902422586,NA,0.725081741379952,0.127424188682873,"SamplingVariance",0.67281219006894,0.51717911599922,NA,NA,NA,153.166666666667,4.04145188432738
"251",251,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"202333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,4,2017-03-08,2017-03-24,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.79883941613374,NA,0.725081741379952,0.0159861176365377,"SamplingVariance",0.49791258197682,0.382736806485737,NA,NA,NA,188,16.5755844542508
"252",252,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"476000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.64218375646934,NA,0.725081741379952,0.191996858146841,"SamplingVariance",0.791951678713047,0.428028293441662,NA,NA,NA,202.333333333333,7.50555349946513
"253",253,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"498666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.14335383331615,NA,0.725081741379952,0.106938994528067,"SamplingVariance",0.293121755559857,0.158424318270016,NA,NA,NA,199.333333333333,11.8988794990677
"254",254,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"480000",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.87778011636532,NA,0.725081741379952,0.120662782860526,"SamplingVariance",0.0275480386090268,0.0148889638982118,NA,NA,NA,207.333333333333,4.61880215351701
"255",255,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"324666.666666667",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.13698198834897,NA,0.725081741379952,0.00992864438984903,"SamplingVariance",0.605004397596096,0.394917263312431,NA,NA,NA,204.333333333333,4.90747728811182
"256",256,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"367333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.82789865751201,NA,0.725081741379952,0.0503927355731413,"SamplingVariance",0.295921066759137,0.19316279072575,NA,NA,NA,207.333333333333,4.61880215351701
"257",257,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"334000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.78061480009739,NA,0.725081741379952,0.0168661069892544,"SamplingVariance",0.248637209344517,0.16229820256204,NA,NA,NA,218.5,0
"258",258,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"206333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.84339985025659,NA,0.725081741379952,0.0034680104622566,"SamplingVariance",0.54247301609967,0.41698964296576,NA,NA,NA,205.333333333333,8.08290376865476
"259",259,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"213333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.75638996486353,NA,0.725081741379952,0.0066137641957903,"SamplingVariance",0.45546313070661,0.350106646083427,NA,NA,NA,192.833333333333,37.3374253709778
"260",260,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"233666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.53367038318096,NA,0.725081741379952,0.00410868096426698,"SamplingVariance",0.23274354902404,0.178905948369396,NA,NA,NA,218.5,0
"261",261,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"517333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.27194278731698,NA,0.725081741379952,0.111342018541654,"SamplingVariance",0.421710709560687,0.227923142523872,NA,NA,NA,205,12.2780291578087
"262",262,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"449333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.31214436313543,NA,0.725081741379952,0.0370407960252181,"SamplingVariance",0.461912285379137,0.249650998343559,NA,NA,NA,201.666666666667,8.25126252965771
"263",263,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"430666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,7.66666666666667,"1-9",0.577350269189626,"stdev",2.27791368868079,NA,0.725081741379952,0.0367752660661674,"SamplingVariance",0.427681610924497,0.231150251941978,NA,NA,NA,214.333333333333,19.3412340178525
"264",264,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"346000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97413836034495,NA,0.725081741379952,0.0219976696424443,"SamplingVariance",0.442160769592077,0.288620912121033,NA,NA,NA,215.666666666667,4.90747728811182
"265",265,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"305333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.11259340897551,NA,0.725081741379952,0.0208605964100089,"SamplingVariance",0.580615818222636,0.378997592214974,NA,NA,NA,204.333333333333,4.90747728811182
"266",266,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"345333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.35690258922655,NA,0.725081741379952,0.12712524496757,"SamplingVariance",-0.175075001526323,-0.114280393253197,NA,NA,NA,215.666666666667,4.90747728811182
"267",267,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"190666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.71399910210255,NA,0.725081741379952,0.0143845745429242,"SamplingVariance",0.41307226794563,0.31752152165677,NA,NA,NA,205,4.35889894354067
"268",268,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"209666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.79216546387105,NA,0.725081741379952,0.0111683466249756,"SamplingVariance",0.49123862971413,0.377606654591365,NA,NA,NA,202.833333333333,16.0104132780304
"269",269,"mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"201666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.74243535534903,NA,0.725081741379952,0.0438506303336705,"SamplingVariance",0.44150852119211,0.339379978642868,NA,NA,NA,207.5,9.52627944162882
"270",270,"mung1617/01","2017","Hermitage","Jade","RCB",30.53333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.404702485,NA,0.018625787,0.146267548914652,"SamplingVariance",NA,NA,NA,NA,NA,246.5,0.5
"271",271,"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.558857225,NA,0.018625787,0.0321667560918649,"SamplingVariance",NA,NA,NA,NA,NA,222.6666667,22.02460745
"272",272,"mung1617/01","2017","Hermitage","Jade","RCB",28.06666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.316316763,NA,0.018625787,0.0633868131285296,"SamplingVariance",NA,NA,NA,NA,NA,212,34.27462618
"273",273,"mung1617/01","2017","Hermitage","Jade","RCB",30.73333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.319058946,NA,0.018625787,0.0623030873431865,"SamplingVariance",NA,NA,NA,NA,NA,235.5,16.34778272
"274",274,"mung1617/01","2017","Hermitage","Jade","RCB",6.7,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.62054622,NA,0.018625787,0.00785283887790002,"SamplingVariance",NA,NA,NA,NA,NA,226.8333333,50.52062285
"275",275,"mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.473626428,NA,0.018625787,0.0128114782952156,"SamplingVariance",NA,NA,NA,NA,NA,212.3333333,30.16758746
"276",276,"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.615181313,NA,0.018625787,0.00409188301903758,"SamplingVariance",NA,NA,NA,NA,NA,235.1666667,12.66227994
"277",277,"mung1617/01","2017","Hermitage","Jade","RCB",6.433333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.502022454,NA,0.018625787,0.00532597501740128,"SamplingVariance",NA,NA,NA,NA,NA,222.8333333,21.09699821
"278",278,"mung1617/01","2017","Hermitage","Jade","RCB",6.8,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.472121993,NA,0.018625787,0.03985182507855,"SamplingVariance",NA,NA,NA,NA,NA,241.5,21.28379665
"279",279,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.617619847,NA,0.018625787,0.0518821403299922,"SamplingVariance",0.171305599,0.383822832830558,NA,NA,NA,130.8333333,14.64866319
"280",280,"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.511720056,NA,0.018625787,0.0153873012038047,"SamplingVariance",-0.0487552436666666,-0.0869891031695116,NA,NA,NA,118.6666667,5.838093296
"281",281,"mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.451544885,NA,0.018625787,0.0468853803454237,"SamplingVariance",0.0308564903333333,0.0733476148249407,NA,NA,NA,159,36.7559519
"282",282,"mung1617/01","2017","Hermitage","Jade","RCB",29.56666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.35943404,NA,0.018625787,0.0784062430042779,"SamplingVariance",-0.086880208,-0.194661515713027,NA,NA,NA,140,12.99038106
"283",283,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.592761347,NA,0.018625787,0.0404632813224072,"SamplingVariance",0.0322860473333334,0.0576047639432728,NA,NA,NA,123.8333333,5.838093296
"284",284,"mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.601974424,NA,0.018625787,0.0106732054917968,"SamplingVariance",0.181286029333333,0.430927098611731,NA,NA,NA,125.5,8.261355821
"285",285,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.559259728,NA,0.018625787,0.00339484576674303,"SamplingVariance",0.11294548,0.253062680624975,NA,NA,NA,124.6666667,7.005949852
"286",286,"mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.503104157,NA,0.018625787,0.019154171097974,"SamplingVariance",-0.0573711426666667,-0.102361589709283,NA,NA,NA,159.1666667,10.69267662
"287",287,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.48239595,NA,0.018625787,0.0125310724844065,"SamplingVariance",0.0617075553333333,0.146682333327087,NA,NA,NA,137.6666667,35.15797681
"288",288,"mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.540746023,NA,0.018625787,0.0139993088537556,"SamplingVariance",0.0944317749999999,0.211581358702221,NA,NA,NA,110.3333333,13.530829
"289",289,"mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.542846779,NA,0.018625787,0.0109725472065053,"SamplingVariance",-0.0176285206666666,-0.0314528056404108,NA,NA,NA,92.83333333,11.79335971
"290",290,"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.428647669,NA,0.018625787,0.0224878741341806,"SamplingVariance",0.00795927433333332,0.0189196432186818,NA,NA,NA,109.3333333,9.087537253
"291",291,"mung1617/01","2017","Hermitage","Jade","RCB",6.4,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.505994692,NA,0.018625787,1.4001097174416e-05,"SamplingVariance",0.059680444,0.133718437776604,NA,NA,NA,98,20.29778313
"292",292,"mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.37975286,NA,0.018625787,0.0494134900768512,"SamplingVariance",-0.180722439666667,-0.322444967287851,NA,NA,NA,77.16666667,4.932882862
"293",293,"mung1617/01","2017","Hermitage","Jade","RCB",28.46666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.438649475,NA,0.018625787,0.107507184964392,"SamplingVariance",0.0179610803333333,0.0426944992090044,NA,NA,NA,106.3333333,4.509249753
"294",294,"mung1617/01","2017","Hermitage","Jade","RCB",28.7,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.444369163,NA,0.018625787,0.124774521562234,"SamplingVariance",-0.00194508500000001,-0.00435810644342238,NA,NA,NA,117.6666667,6.211548385
"295",295,"mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.518302266,NA,0.018625787,0.0351196756423683,"SamplingVariance",-0.0421730336666667,-0.0752451244359,NA,NA,NA,114.3333333,33.73549071
"296",296,"mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.440721378,NA,0.018625787,0.0190791164734806,"SamplingVariance",0.0200329833333333,0.0476195292936628,NA,NA,NA,125.1666667,16.6458203
"297",297,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.35488659,NA,0.018625787,0.08174361319056,"SamplingVariance",-0.091427658,-0.204850412931473,NA,NA,NA,138.6666667,21.65833173
"298",298,"mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.501646334,NA,0.018625787,0.00242476698073793,"SamplingVariance",-0.0588289656666666,-0.104962637428722,NA,NA,NA,172.3333333,51.46438898
"299",299,"mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.582801318,NA,0.018625787,0.016150025093397,"SamplingVariance",0.162112923333333,0.385351546152786,NA,NA,NA,163.8333333,38.17503547
"300",300,"mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.646696865,NA,0.018625787,0.00103121169287523,"SamplingVariance",0.200382617,0.448972036850591,NA,NA,NA,140.8333333,33.66872931
"301",301,"mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.612341281,NA,0.018625787,0.00135595947345603,"SamplingVariance",0.0518659813333333,0.0925392811497308,NA,NA,NA,155.6666667,26.70362023
