"","trial_ref","year","location","host_genotype","trial_design","plot_length.m.","plot_width.m.","plant_density","row_spacing","replicates","planting_date","emergence_date","flowering_date","pod_fill_date","mid_late_pod_fill","first_sign_disease","trade_name","fungicide_ai","dose_ai.ha","n_treatment","fungicide_application_1","fungicide_application_2","fungicide_application_3","fungicide_application_4","fungicide_application_5","fungicide_application_6","fungicide_application_7","total_fungicide","harvest_date","final_assessment","PM_final_severity","rating_scale","disease_error","D_error_type","grain_yield.t.ha.","raw_graded","Y_Msquare","yield_error","Y_error_type","yield_gain","prop_YG","raw_data_avail","comments","days_harvest.planting","AUDPC_m","AUDPC_sd"
"258","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"206333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.84339985025659,NA,0.725081741379952,0.0588898162864905,"stdev",NA,NA,NA,NA,NA,205.333333333333,8.08290376865476
"259","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"213333.333333333",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.75638996486353,NA,0.725081741379952,0.0813250526946666,"stdev",NA,NA,NA,NA,NA,192.833333333333,37.3374253709778
"260","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"233666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,5,2017-03-19,NA,NA,NA,NA,NA,NA,1,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.53367038318096,NA,0.725081741379952,0.0640989934731192,"stdev",NA,NA,NA,NA,NA,218.5,0
"261","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"517333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.27194278731698,NA,0.725081741379952,0.333679514716822,"stdev",NA,NA,NA,NA,NA,205,12.2780291578087
"262","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"449333.333333333",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.31214436313543,NA,0.725081741379952,0.192459855619862,"stdev",NA,NA,NA,NA,NA,201.666666666667,8.25126252965771
"263","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"430666.666666667",0.25,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,7.66666666666667,"1-9",0.577350269189626,"stdev",2.27791368868079,NA,0.725081741379952,0.191768782824962,"stdev",NA,NA,NA,NA,NA,214.333333333333,19.3412340178525
"264","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"346000",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.97413836034495,NA,0.725081741379952,0.148316113900157,"stdev",NA,NA,NA,NA,NA,215.666666666667,4.90747728811182
"265","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"305333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",2.11259340897551,NA,0.725081741379952,0.144431978488176,"stdev",NA,NA,NA,NA,NA,204.333333333333,4.90747728811182
"266","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"345333.333333333",0.5,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.35690258922655,NA,0.725081741379952,0.356546273248747,"stdev",NA,NA,NA,NA,NA,215.666666666667,4.90747728811182
"267","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"190666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.71399910210255,NA,0.725081741379952,0.119935710040522,"stdev",NA,NA,NA,NA,NA,205,4.35889894354067
"268","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"209666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Throttle","propiconazole",125,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.79216546387105,NA,0.725081741379952,0.10568039848986,"stdev",NA,NA,NA,NA,NA,202.833333333333,16.0104132780304
"269","mung1617/02","2017","Missen Flats","Jade","RCB",10,2,"201666.666666667",1,3,2017-01-27,2017-02-01,NA,NA,NA,2017-03-07,"Folicur","tebuconazole",62,6,2017-03-08,2017-04-02,NA,NA,NA,NA,NA,2,2017-05-11,2017-04-18,8,"1-9",0,"stdev",1.74243535534903,NA,0.725081741379952,0.209405420974889,"stdev",NA,NA,NA,NA,NA,207.5,9.52627944162882
"270","mung1617/01","2017","Hermitage","Jade","RCB",30.53333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.404702485,NA,0.018625787,0.382449407,"stdev",NA,NA,NA,NA,NA,246.5,0.5
"271","mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.558857225,NA,0.018625787,0.17935093,"stdev",NA,NA,NA,NA,NA,222.6666667,22.02460745
"272","mung1617/01","2017","Hermitage","Jade","RCB",28.06666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.316316763,NA,0.018625787,0.251767379,"stdev",NA,NA,NA,NA,NA,212,34.27462618
"273","mung1617/01","2017","Hermitage","Jade","RCB",30.73333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.319058946,NA,0.018625787,0.249605864,"stdev",NA,NA,NA,NA,NA,235.5,16.34778272
"274","mung1617/01","2017","Hermitage","Jade","RCB",6.7,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.62054622,NA,0.018625787,0.088616245,"stdev",NA,NA,NA,NA,NA,226.8333333,50.52062285
"275","mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.473626428,NA,0.018625787,0.113187801,"stdev",NA,NA,NA,NA,NA,212.3333333,30.16758746
"276","mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.615181313,NA,0.018625787,0.063967828,"stdev",NA,NA,NA,NA,NA,235.1666667,12.66227994
"277","mung1617/01","2017","Hermitage","Jade","RCB",6.433333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.502022454,NA,0.018625787,0.072979278,"stdev",NA,NA,NA,NA,NA,222.8333333,21.09699821
"278","mung1617/01","2017","Hermitage","Jade","RCB",6.8,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"control","control",0,1,NA,NA,NA,NA,NA,NA,NA,0,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.472121993,NA,0.018625787,0.199629219,"stdev",NA,NA,NA,NA,NA,241.5,21.28379665
"279","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.617619847,NA,0.018625787,0.227776514,"stdev",NA,NA,NA,NA,NA,130.8333333,14.64866319
"280","mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.511720056,NA,0.018625787,0.124045561,"stdev",NA,NA,NA,NA,NA,118.6666667,5.838093296
"281","mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.451544885,NA,0.018625787,0.216530322,"stdev",NA,NA,NA,NA,NA,159,36.7559519
"282","mung1617/01","2017","Hermitage","Jade","RCB",29.56666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.35943404,NA,0.018625787,0.280011148,"stdev",NA,NA,NA,NA,NA,140,12.99038106
"283","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.592761347,NA,0.018625787,0.201154869,"stdev",NA,NA,NA,NA,NA,123.8333333,5.838093296
"284","mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.601974424,NA,0.018625787,0.103311207,"stdev",NA,NA,NA,NA,NA,125.5,8.261355821
"285","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.559259728,NA,0.018625787,0.058265305,"stdev",NA,NA,NA,NA,NA,124.6666667,7.005949852
"286","mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.503104157,NA,0.018625787,0.138398595,"stdev",NA,NA,NA,NA,NA,159.1666667,10.69267662
"287","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,2,2017-03-13,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.48239595,NA,0.018625787,0.111942273,"stdev",NA,NA,NA,NA,NA,137.6666667,35.15797681
"288","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.540746023,NA,0.018625787,0.118318675,"stdev",NA,NA,NA,NA,NA,110.3333333,13.530829
"289","mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.542846779,NA,0.018625787,0.104749927,"stdev",NA,NA,NA,NA,NA,92.83333333,11.79335971
"290","mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.428647669,NA,0.018625787,0.149959575,"stdev",NA,NA,NA,NA,NA,109.3333333,9.087537253
"291","mung1617/01","2017","Hermitage","Jade","RCB",6.4,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.505994692,NA,0.018625787,0.003741804,"stdev",NA,NA,NA,NA,NA,98,20.29778313
"292","mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.37975286,NA,0.018625787,0.222291453,"stdev",NA,NA,NA,NA,NA,77.16666667,4.932882862
"293","mung1617/01","2017","Hermitage","Jade","RCB",28.46666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.438649475,NA,0.018625787,0.327882883,"stdev",NA,NA,NA,NA,NA,106.3333333,4.509249753
"294","mung1617/01","2017","Hermitage","Jade","RCB",28.7,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.444369163,NA,0.018625787,0.353234372,"stdev",NA,NA,NA,NA,NA,117.6666667,6.211548385
"295","mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.518302266,NA,0.018625787,0.187402443,"stdev",NA,NA,NA,NA,NA,114.3333333,33.73549071
"296","mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,3,2017-03-24,2017-04-07,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.440721378,NA,0.018625787,0.138127175,"stdev",NA,NA,NA,NA,NA,125.1666667,16.6458203
"297","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.35488659,NA,0.018625787,0.2859084,"stdev",NA,NA,NA,NA,NA,138.6666667,21.65833173
"298","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.501646334,NA,0.018625787,0.049241923,"stdev",NA,NA,NA,NA,NA,172.3333333,51.46438898
"299","mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.582801318,NA,0.018625787,0.127082749,"stdev",NA,NA,NA,NA,NA,163.8333333,38.17503547
"300","mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.646696865,NA,0.018625787,0.032112485,"stdev",NA,NA,NA,NA,NA,140.8333333,33.66872931
"301","mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.612341281,NA,0.018625787,0.036823355,"stdev",NA,NA,NA,NA,NA,155.6666667,26.70362023
"302","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.55302778,NA,0.018625787,0.326088517,"stdev",NA,NA,NA,NA,NA,152,39.94996871
"303","mung1617/01","2017","Hermitage","Jade","RCB",29.76666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.457436361,NA,0.018625787,0.442641518,"stdev",NA,NA,NA,NA,NA,188.8333333,21.19748413
"304","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.466422298,NA,0.018625787,0.181026781,"stdev",NA,NA,NA,NA,NA,177.1666667,25.50163393
"305","mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,4,2017-03-27,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,8,"1-Sep",0,"stdev",0.520832203,NA,0.018625787,0.198419378,"stdev",NA,NA,NA,NA,NA,144.6666667,24.00173605
"306","mung1617/01","2017","Hermitage","Jade","RCB",30.13333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.344427774,NA,0.018625787,0.275934272,"stdev",NA,NA,NA,NA,NA,137.8333333,35.55746523
"307","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.712453111,NA,0.018625787,0.161543437,"stdev",NA,NA,NA,NA,NA,133.3333333,31.50132272
"308","mung1617/01","2017","Hermitage","Jade","RCB",6.733333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.565126542,NA,0.018625787,0.247446582,"stdev",NA,NA,NA,NA,NA,169.1666667,36.09824557
"309","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.659039784,NA,0.018625787,0.236002571,"stdev",NA,NA,NA,NA,NA,120.6666667,24.00694344
"310","mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,5.333333333,"1-Sep",2.886751346,"stdev",0.544818855,NA,0.018625787,0.08450439,"stdev",NA,NA,NA,NA,NA,99.5,46.80010684
"311","mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.419856835,NA,0.018625787,0.236503899,"stdev",NA,NA,NA,NA,NA,113,33.81937315
"312","mung1617/01","2017","Hermitage","Jade","RCB",29.2,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.341525553,NA,0.018625787,0.2560653,"stdev",NA,NA,NA,NA,NA,173,66.00568157
"313","mung1617/01","2017","Hermitage","Jade","RCB",6.666666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.563830897,NA,0.018625787,0.129027493,"stdev",NA,NA,NA,NA,NA,140.5,26.51414717
"314","mung1617/01","2017","Hermitage","Jade","RCB",6.533333333,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,5,2017-03-27,2017-04-11,NA,NA,NA,NA,NA,2,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.656624579,NA,0.018625787,0.18387894,"stdev",NA,NA,NA,NA,NA,151.8333333,40.63352475
"315","mung1617/01","2017","Hermitage","Jade","RCB",31.4,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.487623596,NA,0.018625787,0.397849519,"stdev",NA,NA,NA,NA,NA,157.1666667,36.07053276
"316","mung1617/01","2017","Hermitage","Jade","RCB",6.633333333,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.543895875,NA,0.018625787,0.029896475,"stdev",NA,NA,NA,NA,NA,159.8333333,51.20139972
"317","mung1617/01","2017","Hermitage","Jade","RCB",6.566666667,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Custodia","200 g/L tebuconazole + 120 g/L azoxystrobin",60,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.614604232,NA,0.018625787,0.252515492,"stdev",NA,NA,NA,NA,NA,168,49.42671343
"318","mung1617/01","2017","Hermitage","Jade","RCB",31.06666667,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.389961486,NA,0.018625787,0.319244232,"stdev",NA,NA,NA,NA,NA,144.8333333,47.05935968
"319","mung1617/01","2017","Hermitage","Jade","RCB",6.466666667,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.478136284,NA,0.018625787,0.181548328,"stdev",NA,NA,NA,NA,NA,155.3333333,17.89785834
"320","mung1617/01","2017","Hermitage","Jade","RCB",27.8,2,"NaN",1,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Throttle","propiconazole",125,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7,"1-Sep",0,"stdev",0.326593844,NA,0.018625787,0.384943335,"stdev",NA,NA,NA,NA,NA,177.6666667,37.85938897
"321","mung1617/01","2017","Hermitage","Jade","RCB",6.6,2,"NaN",0.25,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.333333333,"1-Sep",0.577350269,"stdev",0.534050618,NA,0.018625787,0.16514702,"stdev",NA,NA,NA,NA,NA,175.3333333,63.21458165
"322","mung1617/01","2017","Hermitage","Jade","RCB",6.5,2,"NaN",0.5,3,2017-02-13,2017-02-20,NA,NA,NA,2017-03-24,"Folicur","tebuconazole",62,6,2017-04-05,NA,NA,NA,NA,NA,NA,1,2017-06-26,2017-05-11,7.666666667,"1-Sep",0.577350269,"stdev",0.500782515,NA,0.018625787,0.157425856,"stdev",NA,NA,NA,NA,NA,182.6666667,8.808140174
